Image,Method,Total_Detections,Avg_Conf,TP,FP,GT_Count
03100.png,VI,3,0.8824240962664286,3,0,3
03109.png,VI,6,0.7581679423650106,6,0,7
03143.png,VI,5,0.85066899061203,5,0,5
03173.png,VI,3,0.7062910397847494,3,0,34
03219.png,VI,11,0.5967216356234117,8,3,10
03260.png,VI,12,0.6745982021093369,10,2,10
03281.png,VI,10,0.620183989405632,5,5,5
03289.png,VI,11,0.6704413294792175,9,2,9
03354.png,VI,5,0.5987980186939239,4,1,5
03375.png,VI,6,0.5797765155633291,4,2,5
03381.png,VI,20,0.5272425428032875,13,7,13
03409.png,VI,17,0.5509825857246623,9,8,9
03417.png,VI,9,0.5564776460329691,6,3,6
03433.png,VI,7,0.65848622577531,5,2,6
03438.png,VI,16,0.4976210277527571,8,8,9
03462.png,VI,9,0.6126453147994148,6,3,6
03473.png,VI,9,0.6241627666685317,8,1,8
03575.png,VI,18,0.6236132780710856,15,3,15
03589.png,VI,10,0.6625570237636567,9,1,9
03600.png,VI,13,0.5931538664377652,9,4,9
03640.png,VI,13,0.5522778836580423,8,5,8
03708.png,VI,8,0.6595600061118603,6,2,7
03719.png,VI,5,0.5393566787242889,2,3,2
03769.png,VI,9,0.7413676480452219,8,1,8
03813.png,VI,5,0.7995831131935119,5,0,5
03836.png,VI,7,0.6774128930909293,6,1,6
03878.png,VI,7,0.5259889279093061,5,2,6
03989.png,VI,10,0.6336008787155152,9,1,12
04006.png,VI,3,0.6963816483815511,2,1,2
04018.png,VI,2,0.5852420032024384,1,1,2
04026.png,VI,2,0.5555428713560104,1,1,2
04053.png,VI,3,0.6941686073939005,3,0,6
04092.png,VI,4,0.7495716512203217,4,0,4
04160.png,VI,9,0.7070415914058685,8,1,8
00000.png,FusionMamba,9,0.6965826683574252,9,0,9
00011.png,FusionMamba,10,0.7092663079500199,9,1,9
00025.png,FusionMamba,9,0.6100081668959724,7,2,7
00031.png,FusionMamba,9,0.6934838394323984,8,1,8
00033.png,FusionMamba,10,0.6937150895595551,9,1,10
00042.png,FusionMamba,7,0.7380549354212624,7,0,7
00061.png,FusionMamba,6,0.5535758634408315,5,1,5
00071.png,FusionMamba,5,0.48240017890930176,3,2,3
00082.png,FusionMamba,4,0.6671872213482857,3,1,3
00097.png,FusionMamba,3,0.49197713534037274,2,1,2
00107.png,FusionMamba,3,0.5936791002750397,3,0,3
00112.png,FusionMamba,16,0.5592557787895203,13,3,14
00118.png,FusionMamba,14,0.46918123960494995,8,6,9
00147.png,FusionMamba,16,0.6526841260492802,15,1,16
00149.png,FusionMamba,9,0.6012693842252096,6,3,6
00150.png,FusionMamba,9,0.6982567210992178,8,1,8
00159.png,FusionMamba,8,0.7911438047885895,8,0,8
00177.png,FusionMamba,11,0.684595297683369,10,1,10
00196.png,FusionMamba,10,0.6176957190036774,10,0,10
00202.png,FusionMamba,11,0.5958328436721455,10,1,10
00210.png,FusionMamba,6,0.6670387834310532,5,1,6
00215.png,FusionMamba,6,0.6346346735954285,4,2,4
00232.png,FusionMamba,8,0.4723154716193676,5,3,6
00242.png,FusionMamba,10,0.49026465117931367,7,3,7
00255.png,FusionMamba,2,0.8015069961547852,1,1,1
00274.png,FusionMamba,3,0.6540058453877767,2,1,2
00284.png,FusionMamba,4,0.5606427937746048,2,2,2
00290.png,FusionMamba,4,0.706374391913414,2,2,2
00306.png,FusionMamba,4,0.7903062701225281,2,2,2
00320.png,FusionMamba,4,0.6961385607719421,2,2,2
00325.png,FusionMamba,1,0.8150609135627747,1,0,1
00334.png,FusionMamba,1,0.6341215968132019,1,0,1
00339.png,FusionMamba,0,0.0,0,0,0
00349.png,FusionMamba,1,0.8904892206192017,1,0,1
00353.png,FusionMamba,1,0.8719180226325989,1,0,1
00370.png,FusionMamba,1,0.8594790101051331,1,0,1
00385.png,FusionMamba,2,0.6736027896404266,1,1,1
00386.png,FusionMamba,7,0.5925006142684391,7,0,7
00388.png,FusionMamba,11,0.5194351483475078,11,0,11
00389.png,FusionMamba,9,0.5193784402476417,7,2,8
00390.png,FusionMamba,8,0.6088295951485634,6,2,7
00400.png,FusionMamba,7,0.5545292241232735,5,2,5
00405.png,FusionMamba,13,0.5177847376236548,9,4,11
00409.png,FusionMamba,9,0.5534388522307078,8,1,8
00419.png,FusionMamba,3,0.7099140584468842,2,1,2
00421.png,FusionMamba,8,0.614845983684063,5,3,8
00434.png,FusionMamba,12,0.5956388413906097,11,1,11
00441.png,FusionMamba,9,0.6264497008588579,9,0,9
00443.png,FusionMamba,5,0.715883594751358,4,1,4
00449.png,FusionMamba,6,0.7312601755062739,6,0,6
00453.png,FusionMamba,5,0.6773406267166138,4,1,4
00461.png,FusionMamba,6,0.6010437806447347,4,2,4
00479.png,FusionMamba,5,0.7183817207813263,4,1,4
00489.png,FusionMamba,6,0.6413349211215973,5,1,5
00497.png,FusionMamba,8,0.5244076400995255,6,2,6
00512.png,FusionMamba,9,0.5811889237827725,6,3,6
00525.png,FusionMamba,7,0.7243069793496814,6,1,6
00527.png,FusionMamba,9,0.5421562327278985,7,2,7
00537.png,FusionMamba,11,0.6484222493388436,10,1,10
00555.png,FusionMamba,9,0.5825926396581862,8,1,9
00572.png,FusionMamba,10,0.5919586598873139,9,1,11
00587.png,FusionMamba,9,0.4941317074828678,6,3,7
00606.png,FusionMamba,10,0.5861975103616714,7,3,7
00621.png,FusionMamba,11,0.5096692578359083,7,4,7
00633.png,FusionMamba,7,0.7754510726247515,7,0,7
00643.png,FusionMamba,1,0.6032748818397522,1,0,1
00652.png,FusionMamba,4,0.4347170889377594,1,3,2
00653.png,FusionMamba,3,0.449327419201533,2,1,2
00661.png,FusionMamba,3,0.7844709952672323,3,0,3
00671.png,FusionMamba,3,0.883540670077006,3,0,5
00676.png,FusionMamba,5,0.6852797925472259,4,1,4
00677.png,FusionMamba,6,0.515996977686882,6,0,6
00687.png,FusionMamba,8,0.46180836111307144,7,1,7
00697.png,FusionMamba,5,0.5351085722446441,5,0,6
00712.png,FusionMamba,1,0.7894039154052734,1,0,1
00716.png,FusionMamba,1,0.7795369029045105,1,0,1
00719.png,FusionMamba,0,0.0,0,0,0
00725.png,FusionMamba,1,0.9185113310813904,1,0,1
00726.png,FusionMamba,1,0.9231675267219543,1,0,1
00738.png,FusionMamba,3,0.4085692862669627,1,2,1
00760.png,FusionMamba,1,0.5830124616622925,1,0,1
00762.png,FusionMamba,1,0.8766534924507141,1,0,1
00769.png,FusionMamba,1,0.3344983458518982,0,1,0
00787.png,FusionMamba,2,0.6731484979391098,2,0,2
00800.png,FusionMamba,2,0.3085823059082031,0,2,0
00801.png,FusionMamba,2,0.7068955302238464,2,0,2
00805.png,FusionMamba,3,0.6446011066436768,3,0,3
00818.png,FusionMamba,2,0.45610104501247406,1,1,1
00825.png,FusionMamba,5,0.7417195260524749,3,2,3
00826.png,FusionMamba,3,0.8372893134752909,3,0,3
00829.png,FusionMamba,4,0.7252013087272644,4,0,4
00834.png,FusionMamba,4,0.6568388938903809,3,1,3
00857.png,FusionMamba,3,0.46502349774042767,2,1,2
00867.png,FusionMamba,3,0.5127238730589548,2,1,2
00871.png,FusionMamba,5,0.6646411061286926,3,2,3
00878.png,FusionMamba,5,0.668813169002533,3,2,3
00896.png,FusionMamba,2,0.7075173258781433,2,0,2
00910.png,FusionMamba,2,0.7748761475086212,2,0,2
00916.png,FusionMamba,2,0.8542274236679077,2,0,2
00922.png,FusionMamba,3,0.6096059481302897,2,1,2
00926.png,FusionMamba,2,0.7252010107040405,2,0,2
00950.png,FusionMamba,4,0.5622528344392776,3,1,3
00958.png,FusionMamba,3,0.7139556010564169,3,0,3
00965.png,FusionMamba,3,0.7737603584925333,3,0,3
00976.png,FusionMamba,12,0.5217326035102209,9,3,9
00994.png,FusionMamba,8,0.532633014023304,4,4,5
01017.png,FusionMamba,3,0.7991813023885092,3,0,3
01034.png,FusionMamba,6,0.5298015276590983,5,1,5
01043.png,FusionMamba,6,0.6209096809228262,5,1,5
01079.png,FusionMamba,0,0.0,0,0,0
01093.png,FusionMamba,6,0.6779401650031408,5,1,5
01101.png,FusionMamba,6,0.5522553970416387,5,1,5
01115.png,FusionMamba,5,0.4627882957458496,4,1,4
01122.png,FusionMamba,5,0.4941145539283752,3,2,3
01136.png,FusionMamba,3,0.6256258388360342,2,1,2
01147.png,FusionMamba,2,0.5342117846012115,2,0,2
01156.png,FusionMamba,2,0.7999898791313171,2,0,2
01165.png,FusionMamba,1,0.8993405699729919,1,0,2
01186.png,FusionMamba,7,0.4927867906434195,5,2,6
01204.png,FusionMamba,6,0.5166857540607452,3,3,3
01212.png,FusionMamba,3,0.7717446486155192,3,0,3
01223.png,FusionMamba,10,0.4904066830873489,7,3,7
01227.png,FusionMamba,4,0.6109665185213089,3,1,4
01242.png,FusionMamba,2,0.8258278369903564,2,0,2
01249.png,FusionMamba,2,0.5878574997186661,1,1,1
01267.png,FusionMamba,1,0.2518145740032196,0,1,0
01270.png,FusionMamba,3,0.5173203647136688,3,0,3
01299.png,FusionMamba,3,0.513135294119517,3,0,4
01301.png,FusionMamba,2,0.7719036638736725,2,0,2
01320.png,FusionMamba,2,0.7248846590518951,2,0,2
01331.png,FusionMamba,2,0.8221736550331116,2,0,2
01345.png,FusionMamba,0,0.0,0,0,0
01388.png,FusionMamba,0,0.0,0,0,0
01393.png,FusionMamba,1,0.8430856466293335,1,0,1
01406.png,FusionMamba,2,0.5571519285440445,1,1,1
01413.png,FusionMamba,1,0.7801955342292786,1,0,1
01415.png,FusionMamba,1,0.7292665839195251,1,0,1
01422.png,FusionMamba,1,0.8367511034011841,1,0,2
01432.png,FusionMamba,0,0.0,0,0,0
01437.png,FusionMamba,0,0.0,0,0,0
01442.png,FusionMamba,4,0.5827886313199997,3,1,3
01443.png,FusionMamba,4,0.5999181941151619,3,1,3
01454.png,FusionMamba,6,0.4158664991458257,4,2,6
01462.png,FusionMamba,2,0.5601485967636108,2,0,2
01471.png,FusionMamba,3,0.4554497003555298,3,0,4
01482.png,FusionMamba,4,0.3710000216960907,2,2,3
01486.png,FusionMamba,6,0.4156647324562073,2,4,4
01492.png,FusionMamba,2,0.270498663187027,0,2,2
01494.png,FusionMamba,3,0.8741625547409058,3,0,3
01505.png,FusionMamba,1,0.6706302165985107,1,0,2
01511.png,FusionMamba,1,0.7499815821647644,1,0,1
01527.png,FusionMamba,2,0.8640393912792206,2,0,2
01531.png,FusionMamba,0,0.0,0,0,0
01547.png,FusionMamba,0,0.0,0,0,0
01562.png,FusionMamba,0,0.0,0,0,0
01579.png,FusionMamba,0,0.0,0,0,0
01584.png,FusionMamba,12,0.5295875842372576,8,4,8
01587.png,FusionMamba,8,0.5550285689532757,7,1,8
01599.png,FusionMamba,8,0.4896853491663933,4,4,4
01608.png,FusionMamba,9,0.5573826928933462,6,3,6
01640.png,FusionMamba,3,0.4445402920246124,2,1,2
01659.png,FusionMamba,7,0.4538003461701529,4,3,4
01670.png,FusionMamba,10,0.46193214058876036,5,5,5
01673.png,FusionMamba,7,0.5332893005439213,6,1,7
01707.png,FusionMamba,2,0.833490639925003,2,0,2
01710.png,FusionMamba,2,0.7241300642490387,2,0,2
01724.png,FusionMamba,3,0.47029103835423786,2,1,2
01729.png,FusionMamba,3,0.5434405704339346,2,1,2
01741.png,FusionMamba,2,0.696114718914032,2,0,2
01760.png,FusionMamba,3,0.5004851321379343,2,1,2
01773.png,FusionMamba,3,0.48849184314409894,1,2,1
01779.png,FusionMamba,3,0.6052159468332926,2,1,2
01783.png,FusionMamba,3,0.5997658769289652,2,1,2
01789.png,FusionMamba,3,0.6368898550669352,2,1,2
01803.png,FusionMamba,2,0.8278420865535736,2,0,2
01806.png,FusionMamba,2,0.8786151111125946,2,0,2
01807.png,FusionMamba,2,0.8206082880496979,2,0,2
01811.png,FusionMamba,2,0.8954721093177795,2,0,2
01828.png,FusionMamba,2,0.8299160003662109,2,0,2
01845.png,FusionMamba,5,0.5907166659832,2,3,2
01856.png,FusionMamba,7,0.551077378647668,2,5,2
01861.png,FusionMamba,4,0.6003730818629265,2,2,2
01867.png,FusionMamba,0,0.0,0,0,0
01899.png,FusionMamba,2,0.5566253066062927,1,1,1
01911.png,FusionMamba,1,0.7712556719779968,1,0,1
01912.png,FusionMamba,3,0.5293721357981364,2,1,2
01913.png,FusionMamba,2,0.7342455387115479,2,0,2
01919.png,FusionMamba,3,0.6252487401167551,2,1,2
01929.png,FusionMamba,2,0.6470939368009567,2,0,2
01937.png,FusionMamba,11,0.44631876999681647,6,5,7
01947.png,FusionMamba,10,0.441629084944725,6,4,6
01954.png,FusionMamba,11,0.4113972322507338,8,3,8
01963.png,FusionMamba,9,0.4261452754338582,6,3,6
01977.png,FusionMamba,3,0.560900459686915,3,0,3
01981.png,FusionMamba,2,0.6155006885528564,2,0,2
01985.png,FusionMamba,5,0.43595774173736573,3,2,3
01994.png,FusionMamba,4,0.7755082845687866,4,0,4
01996.png,FusionMamba,4,0.7792627513408661,4,0,4
02002.png,FusionMamba,4,0.7044199779629707,3,1,4
02011.png,FusionMamba,4,0.7482176572084427,4,0,4
02033.png,FusionMamba,3,0.7888767719268799,3,0,3
02045.png,FusionMamba,7,0.6407756933144161,6,1,7
02073.png,FusionMamba,8,0.7100922912359238,8,0,9
02083.png,FusionMamba,9,0.6014912459585402,7,2,8
02090.png,FusionMamba,8,0.6681612357497215,8,0,8
02102.png,FusionMamba,4,0.4784597009420395,3,1,4
02119.png,FusionMamba,6,0.5117129335800806,5,1,6
02120.png,FusionMamba,7,0.6125960350036621,7,0,9
02142.png,FusionMamba,3,0.568035344282786,3,0,4
02163.png,FusionMamba,5,0.4663557231426239,3,2,3
02180.png,FusionMamba,6,0.4852027048667272,4,2,4
02195.png,FusionMamba,11,0.5062396038662303,11,0,13
02213.png,FusionMamba,11,0.7275032726201144,11,0,11
02233.png,FusionMamba,6,0.5755464186271032,5,1,5
02236.png,FusionMamba,11,0.5182968757369302,7,4,7
02249.png,FusionMamba,6,0.658981035153071,6,0,7
02278.png,FusionMamba,5,0.745640879869461,5,0,6
02296.png,FusionMamba,8,0.6615010909736156,7,1,8
02310.png,FusionMamba,4,0.6369661465287209,3,1,3
02317.png,FusionMamba,10,0.495066249370575,8,2,8
02322.png,FusionMamba,3,0.5365350345770518,3,0,3
02337.png,FusionMamba,5,0.4617062985897064,2,3,2
02352.png,FusionMamba,2,0.8446813523769379,2,0,2
02369.png,FusionMamba,3,0.8017211755116781,3,0,3
02394.png,FusionMamba,4,0.6348409131169319,3,1,3
02405.png,FusionMamba,4,0.6676784008741379,4,0,4
02440.png,FusionMamba,3,0.6739339629809061,3,0,3
02450.png,FusionMamba,3,0.63291863600413,3,0,3
02455.png,FusionMamba,8,0.46192362904548645,5,3,6
02464.png,FusionMamba,9,0.5738955305682288,8,1,8
02473.png,FusionMamba,11,0.5147127238186923,8,3,10
02478.png,FusionMamba,9,0.6710730459955003,8,1,8
02486.png,FusionMamba,7,0.5128377377986908,5,2,5
02495.png,FusionMamba,3,0.5656662185986837,2,1,3
02522.png,FusionMamba,5,0.4675102233886719,3,2,3
02527.png,FusionMamba,2,0.32793793082237244,1,1,1
02530.png,FusionMamba,1,0.4105667471885681,0,1,1
02533.png,FusionMamba,3,0.3088800311088562,2,1,2
02544.png,FusionMamba,2,0.4824029505252838,2,0,2
02556.png,FusionMamba,3,0.5948331654071808,2,1,4
02572.png,FusionMamba,4,0.4984637051820755,4,0,8
02606.png,FusionMamba,4,0.6500408500432968,4,0,5
02611.png,FusionMamba,5,0.5620187640190124,4,1,4
02624.png,FusionMamba,6,0.5667105118433634,6,0,6
02641.png,FusionMamba,5,0.35139312148094176,4,1,5
02651.png,FusionMamba,1,0.28939542174339294,1,0,2
02658.png,FusionMamba,5,0.6315905332565308,5,0,6
02667.png,FusionMamba,7,0.4740476097379412,5,2,6
02709.png,FusionMamba,10,0.4921091228723526,9,1,10
02720.png,FusionMamba,6,0.6660002966721853,5,1,6
02731.png,FusionMamba,6,0.6555282274881998,6,0,6
02739.png,FusionMamba,2,0.8190964758396149,2,0,2
02754.png,FusionMamba,1,0.8698121905326843,1,0,1
02757.png,FusionMamba,1,0.8671903610229492,1,0,1
02762.png,FusionMamba,1,0.27348172664642334,0,1,0
02778.png,FusionMamba,1,0.3603837490081787,0,1,0
02786.png,FusionMamba,3,0.520869513352712,2,1,2
02816.png,FusionMamba,4,0.768436923623085,4,0,4
02821.png,FusionMamba,3,0.8785333236058553,3,0,3
02846.png,FusionMamba,2,0.5708852559328079,1,1,1
02860.png,FusionMamba,2,0.8708139657974243,2,0,2
02869.png,FusionMamba,3,0.821128249168396,3,0,3
02896.png,FusionMamba,2,0.6086206138134003,1,1,2
02956.png,FusionMamba,11,0.548668996854262,8,3,10
03019.png,FusionMamba,8,0.6114447265863419,7,1,7
03045.png,FusionMamba,9,0.5847561160723368,8,1,8
03100.png,FusionMamba,3,0.8654599984486898,3,0,3
03109.png,FusionMamba,6,0.6201835324366888,6,0,7
03143.png,FusionMamba,4,0.7459467053413391,4,0,5
03173.png,FusionMamba,300,1.0,9,291,34
03219.png,FusionMamba,11,0.5445776365020059,9,2,10
03260.png,FusionMamba,8,0.63309321179986,7,1,10
03281.png,FusionMamba,3,0.6279866993427277,2,1,5
03289.png,FusionMamba,8,0.6220851577818394,7,1,9
03354.png,FusionMamba,6,0.48636792600154877,5,1,5
03375.png,FusionMamba,4,0.6790216341614723,4,0,5
03381.png,FusionMamba,15,0.5474975188573201,13,2,13
03409.png,FusionMamba,15,0.5426049570242564,9,6,9
03417.png,FusionMamba,6,0.5518493254979452,6,0,6
03433.png,FusionMamba,7,0.7443353235721588,6,1,6
03438.png,FusionMamba,15,0.4712311506271362,8,7,9
03462.png,FusionMamba,9,0.5749154455131955,6,3,6
03473.png,FusionMamba,9,0.6658861868911319,8,1,8
03575.png,FusionMamba,17,0.6160348548608667,15,2,15
03589.png,FusionMamba,10,0.6563935548067092,9,1,9
03600.png,FusionMamba,15,0.5334755559762319,9,6,9
03640.png,FusionMamba,12,0.49115335444609326,8,4,8
03708.png,FusionMamba,8,0.49690084159374237,6,2,7
03719.png,FusionMamba,2,0.8584345281124115,2,0,2
03769.png,FusionMamba,8,0.7684134989976883,8,0,8
03813.png,FusionMamba,5,0.7779319167137146,5,0,5
03836.png,FusionMamba,7,0.6546408534049988,6,1,6
03878.png,FusionMamba,6,0.7360813121000925,6,0,6
03989.png,FusionMamba,11,0.6337772770361467,10,1,12
04006.png,FusionMamba,3,0.5422341624895731,2,1,2
04018.png,FusionMamba,2,0.8237112164497375,2,0,2
04026.png,FusionMamba,2,0.8055512309074402,2,0,2
04053.png,FusionMamba,6,0.7195531328519186,6,0,6
04092.png,FusionMamba,5,0.7306594371795654,4,1,4
04160.png,FusionMamba,8,0.7723182179033756,8,0,8
00000.png,ITFuse,10,0.6863856613636017,9,1,9
00011.png,ITFuse,10,0.7148798793554306,9,1,9
00025.png,ITFuse,9,0.5401997400654687,7,2,7
00031.png,ITFuse,8,0.7100150063633919,8,0,8
00033.png,ITFuse,10,0.682631179690361,10,0,10
00042.png,ITFuse,7,0.7319211321217673,7,0,7
00061.png,ITFuse,8,0.4469181187450886,5,3,5
00071.png,ITFuse,5,0.44464007019996643,3,2,3
00082.png,ITFuse,5,0.6231809079647064,3,2,3
00097.png,ITFuse,1,0.6546292901039124,1,0,2
00107.png,ITFuse,5,0.46146008372306824,3,2,3
00112.png,ITFuse,15,0.5714022099971772,13,2,14
00118.png,ITFuse,15,0.4833844800790151,9,6,9
00147.png,ITFuse,15,0.6412815789381663,14,1,16
00149.png,ITFuse,8,0.6693115271627903,6,2,6
00150.png,ITFuse,9,0.6691416965590583,8,1,8
00159.png,ITFuse,9,0.7491144239902496,8,1,8
00177.png,ITFuse,11,0.6613828675313429,10,1,10
00196.png,ITFuse,10,0.5992083966732025,10,0,10
00202.png,ITFuse,10,0.575506517291069,10,0,10
00210.png,ITFuse,6,0.6765103936195374,6,0,6
00215.png,ITFuse,5,0.6855490744113922,4,1,4
00232.png,ITFuse,6,0.5463318675756454,6,0,6
00242.png,ITFuse,9,0.48898746569951373,7,2,7
00255.png,ITFuse,2,0.7991065680980682,1,1,1
00274.png,ITFuse,3,0.5675886670748392,2,1,2
00284.png,ITFuse,4,0.5510900020599365,2,2,2
00290.png,ITFuse,4,0.7068942338228226,2,2,2
00306.png,ITFuse,4,0.789915144443512,2,2,2
00320.png,ITFuse,4,0.7026470601558685,2,2,2
00325.png,ITFuse,1,0.8161515593528748,1,0,1
00334.png,ITFuse,1,0.649215579032898,1,0,1
00339.png,ITFuse,0,0.0,0,0,0
00349.png,ITFuse,1,0.8953678011894226,1,0,1
00353.png,ITFuse,1,0.8746659755706787,1,0,1
00370.png,ITFuse,1,0.8621397018432617,1,0,1
00385.png,ITFuse,2,0.5934866666793823,1,1,1
00386.png,ITFuse,8,0.5429298616945744,7,1,7
00388.png,ITFuse,12,0.5468807096282641,11,1,11
00389.png,ITFuse,11,0.4476401534947482,7,4,8
00390.png,ITFuse,9,0.5448056624995338,7,2,7
00400.png,ITFuse,9,0.4816885060734219,5,4,5
00405.png,ITFuse,12,0.527071995039781,9,3,11
00409.png,ITFuse,9,0.624648951821857,7,2,8
00419.png,ITFuse,3,0.6892514626185099,2,1,2
00421.png,ITFuse,10,0.579089242219925,7,3,8
00434.png,ITFuse,12,0.6233066096901894,11,1,11
00441.png,ITFuse,9,0.6170264548725553,9,0,9
00443.png,ITFuse,4,0.7648444175720215,4,0,4
00449.png,ITFuse,6,0.7502810955047607,6,0,6
00453.png,ITFuse,4,0.7151079922914505,4,0,4
00461.png,ITFuse,6,0.5888197223345438,4,2,4
00479.png,ITFuse,5,0.724288809299469,4,1,4
00489.png,ITFuse,7,0.6055591957909721,5,2,5
00497.png,ITFuse,8,0.5484828911721706,6,2,6
00512.png,ITFuse,10,0.5683671593666076,6,4,6
00525.png,ITFuse,7,0.7305354050227574,6,1,6
00527.png,ITFuse,6,0.6970217625300089,6,0,7
00537.png,ITFuse,12,0.5974501967430115,10,2,10
00555.png,ITFuse,12,0.5495663558443388,9,3,9
00572.png,ITFuse,9,0.6311986181471083,8,1,11
00587.png,ITFuse,8,0.5434508696198463,6,2,7
00606.png,ITFuse,9,0.6611628532409668,7,2,7
00621.png,ITFuse,7,0.6103721644197192,7,0,7
00633.png,ITFuse,8,0.725106205791235,7,1,7
00643.png,ITFuse,1,0.5360024571418762,1,0,1
00652.png,ITFuse,4,0.3615521937608719,2,2,2
00653.png,ITFuse,4,0.40473461151123047,2,2,2
00661.png,ITFuse,4,0.6781155914068222,3,1,3
00671.png,ITFuse,5,0.7668105006217957,5,0,5
00676.png,ITFuse,5,0.708326232433319,4,1,4
00677.png,ITFuse,5,0.5093698680400849,5,0,6
00687.png,ITFuse,9,0.5093248155381944,7,2,7
00697.png,ITFuse,7,0.4440833628177643,5,2,6
00712.png,ITFuse,1,0.7829715609550476,1,0,1
00716.png,ITFuse,2,0.5529968440532684,1,1,1
00719.png,ITFuse,0,0.0,0,0,0
00725.png,ITFuse,1,0.9142919778823853,1,0,1
00726.png,ITFuse,1,0.9180075526237488,1,0,1
00738.png,ITFuse,1,0.6857035756111145,1,0,1
00760.png,ITFuse,1,0.613700807094574,1,0,1
00762.png,ITFuse,1,0.8705356121063232,1,0,1
00769.png,ITFuse,1,0.25640201568603516,0,1,0
00787.png,ITFuse,3,0.5715265373388926,2,1,2
00800.png,ITFuse,1,0.4953612685203552,0,1,0
00801.png,ITFuse,2,0.6984995901584625,2,0,2
00805.png,ITFuse,3,0.6600043773651123,3,0,3
00818.png,ITFuse,3,0.4485027492046356,1,2,1
00825.png,ITFuse,4,0.7958735972642899,3,1,3
00826.png,ITFuse,4,0.7384097203612328,3,1,3
00829.png,ITFuse,4,0.6809457838535309,4,0,4
00834.png,ITFuse,3,0.7163015007972717,3,0,3
00857.png,ITFuse,2,0.3736698627471924,2,0,2
00867.png,ITFuse,3,0.4374389549096425,2,1,2
00871.png,ITFuse,5,0.5969104647636414,3,2,3
00878.png,ITFuse,6,0.5875857025384903,3,3,3
00896.png,ITFuse,2,0.5041633397340775,2,0,2
00910.png,ITFuse,2,0.7013405859470367,2,0,2
00916.png,ITFuse,2,0.8314527273178101,2,0,2
00922.png,ITFuse,2,0.5813933610916138,2,0,2
00926.png,ITFuse,2,0.6411716639995575,2,0,2
00950.png,ITFuse,2,0.8356163501739502,2,0,3
00958.png,ITFuse,3,0.7130641341209412,3,0,3
00965.png,ITFuse,3,0.7903497219085693,3,0,3
00976.png,ITFuse,9,0.5627364450030856,9,0,9
00994.png,ITFuse,7,0.5367506487028939,4,3,5
01017.png,ITFuse,4,0.6712205708026886,3,1,3
01034.png,ITFuse,6,0.5009417583545049,5,1,5
01043.png,ITFuse,7,0.6002959864480155,5,2,5
01079.png,ITFuse,0,0.0,0,0,0
01093.png,ITFuse,6,0.6575024922688802,5,1,5
01101.png,ITFuse,5,0.5437551736831665,4,1,5
01115.png,ITFuse,4,0.5419466197490692,4,0,4
01122.png,ITFuse,5,0.5237869024276733,3,2,3
01136.png,ITFuse,2,0.7803681492805481,2,0,2
01147.png,ITFuse,2,0.5533931255340576,2,0,2
01156.png,ITFuse,3,0.60651496052742,2,1,2
01165.png,ITFuse,1,0.8986735343933105,1,0,2
01186.png,ITFuse,5,0.5154020309448242,5,0,6
01204.png,ITFuse,3,0.6503036419550577,3,0,3
01212.png,ITFuse,6,0.5409809152285258,3,3,3
01223.png,ITFuse,8,0.5032700784504414,5,3,7
01227.png,ITFuse,5,0.6525438487529754,4,1,4
01242.png,ITFuse,4,0.5479183569550514,2,2,2
01249.png,ITFuse,3,0.5260178446769714,1,2,1
01267.png,ITFuse,1,0.2604159116744995,0,1,0
01270.png,ITFuse,5,0.5039883017539978,3,2,3
01299.png,ITFuse,6,0.4829789648453395,4,2,4
01301.png,ITFuse,2,0.7398527562618256,2,0,2
01320.png,ITFuse,2,0.7176559865474701,2,0,2
01331.png,ITFuse,3,0.6562460561593374,2,1,2
01345.png,ITFuse,0,0.0,0,0,0
01388.png,ITFuse,0,0.0,0,0,0
01393.png,ITFuse,2,0.6124573349952698,1,1,1
01406.png,ITFuse,2,0.5591181963682175,1,1,1
01413.png,ITFuse,1,0.7061843276023865,1,0,1
01415.png,ITFuse,1,0.7352798581123352,1,0,1
01422.png,ITFuse,1,0.8544705510139465,1,0,2
01432.png,ITFuse,0,0.0,0,0,0
01437.png,ITFuse,0,0.0,0,0,0
01442.png,ITFuse,2,0.6853511333465576,2,0,3
01443.png,ITFuse,4,0.49659547209739685,3,1,3
01454.png,ITFuse,5,0.49015250205993655,4,1,6
01462.png,ITFuse,3,0.3454189598560333,1,2,2
01471.png,ITFuse,5,0.36405561566352845,3,2,4
01482.png,ITFuse,5,0.4469438672065735,3,2,3
01486.png,ITFuse,8,0.4469502158463001,3,5,4
01492.png,ITFuse,5,0.46340214014053344,2,3,2
01494.png,ITFuse,3,0.8712027668952942,3,0,3
01505.png,ITFuse,2,0.5931319892406464,2,0,2
01511.png,ITFuse,1,0.7633995413780212,1,0,1
01527.png,ITFuse,2,0.8563458025455475,2,0,2
01531.png,ITFuse,0,0.0,0,0,0
01547.png,ITFuse,0,0.0,0,0,0
01562.png,ITFuse,0,0.0,0,0,0
01579.png,ITFuse,0,0.0,0,0,0
01584.png,ITFuse,12,0.5337915445367495,8,4,8
01587.png,ITFuse,10,0.5036377429962158,7,3,8
01599.png,ITFuse,6,0.5074555575847626,4,2,4
01608.png,ITFuse,9,0.5369401607248518,6,3,6
01640.png,ITFuse,3,0.5394427080949148,2,1,2
01659.png,ITFuse,6,0.44321706394354504,4,2,4
01670.png,ITFuse,6,0.5876152018706003,4,2,5
