Image,Method,Total_Detections,Avg_Conf,TP,FP,GT_Count
01165.png,IR,13,0.7825073210092691,1,12,2
01186.png,IR,6,0.3580347349246343,2,4,6
01204.png,IR,2,0.8540636003017426,2,0,3
01212.png,IR,3,0.7726855079332987,3,0,3
01223.png,IR,6,0.4537633806467056,3,3,7
01227.png,IR,4,0.8142911344766617,4,0,4
01242.png,IR,2,0.7868069708347321,2,0,2
01249.png,IR,3,0.5332999428113302,1,2,1
01267.png,IR,1,0.4426138997077942,0,1,0
01270.png,IR,5,0.45752344131469724,2,3,3
01299.png,IR,4,0.6363116800785065,3,1,4
01301.png,IR,2,0.8096663653850555,2,0,2
01320.png,IR,2,0.8092211484909058,2,0,2
01331.png,IR,2,0.8353716135025024,2,0,2
01345.png,IR,0,0.0,0,0,0
01388.png,IR,0,0.0,0,0,0
01393.png,IR,2,0.5577840059995651,1,1,1
01406.png,IR,2,0.5646474361419678,1,1,1
01413.png,IR,1,0.8106124401092529,1,0,1
01415.png,IR,1,0.7314368486404419,1,0,1
01422.png,IR,3,0.579862097899119,2,1,2
01432.png,IR,1,0.6111867427825928,0,1,0
01437.png,IR,0,0.0,0,0,0
01442.png,IR,4,0.618738166987896,3,1,3
01443.png,IR,4,0.5946058332920074,3,1,3
01454.png,IR,5,0.4170359313488007,4,1,6
01462.png,IR,3,0.5422835449377695,2,1,2
01471.png,IR,5,0.400688898563385,2,3,4
01482.png,IR,3,0.33983297149340314,1,2,3
01486.png,IR,2,0.492703840136528,1,1,4
01492.png,IR,1,0.3027336001396179,0,1,2
01494.png,IR,3,0.8546932140986124,3,0,3
01505.png,IR,2,0.6338218152523041,2,0,2
01511.png,IR,1,0.7823324799537659,1,0,1
01527.png,IR,2,0.8619126081466675,2,0,2
01531.png,IR,1,0.35848090052604675,0,1,0
01547.png,IR,0,0.0,0,0,0
01562.png,IR,0,0.0,0,0,0
01579.png,IR,0,0.0,0,0,0
01584.png,IR,4,0.6002054587006569,3,1,8
01587.png,IR,6,0.563509151339531,5,1,8
01599.png,IR,4,0.48253805935382843,3,1,4
01608.png,IR,6,0.48776548604170483,4,2,6
01640.png,IR,1,0.7696139812469482,1,0,2
01659.png,IR,1,0.7638692855834961,1,0,4
01670.png,IR,5,0.5888903081417084,4,1,5
01673.png,IR,4,0.5659603774547577,4,0,7
01707.png,IR,3,0.5889903207619985,2,1,2
01710.png,IR,3,0.5835048456986746,2,1,2
01724.png,IR,4,0.42232027649879456,2,2,2
01729.png,IR,3,0.6288795173168182,2,1,2
01741.png,IR,3,0.6338251531124115,2,1,2
01760.png,IR,3,0.5570646226406097,2,1,2
01773.png,IR,3,0.5413046777248383,1,2,1
01779.png,IR,3,0.6071612437566122,2,1,2
01783.png,IR,3,0.6442166169484457,2,1,2
01789.png,IR,2,0.6474148333072662,1,1,2
01803.png,IR,3,0.6393013795216879,2,1,2
01806.png,IR,6,0.6586238294839859,2,4,2
01807.png,IR,5,0.596109813451767,2,3,2
01811.png,IR,4,0.6132594347000122,2,2,2
01828.png,IR,5,0.6482985198497773,2,3,2
01845.png,IR,2,0.853175938129425,2,0,2
01856.png,IR,2,0.8325009047985077,2,0,2
01861.png,IR,2,0.8493316173553467,2,0,2
01867.png,IR,0,0.0,0,0,0
01899.png,IR,1,0.7261720895767212,1,0,1
01911.png,IR,1,0.7027362585067749,1,0,1
01912.png,IR,2,0.7002793401479721,2,0,2
01913.png,IR,1,0.8892576098442078,1,0,2
01919.png,IR,1,0.8899840712547302,1,0,2
01929.png,IR,2,0.6920882612466812,1,1,2
01937.png,IR,10,0.44125344753265383,7,3,7
01947.png,IR,14,0.42601002539907185,6,8,6
01954.png,IR,7,0.46846554960523334,5,2,8
01963.png,IR,11,0.4379915947263891,5,6,6
01977.png,IR,1,0.3273756802082062,1,0,3
01981.png,IR,1,0.6410527229309082,1,0,2
01985.png,IR,0,0.0,0,0,3
01994.png,IR,4,0.7364816442131996,4,0,4
01996.png,IR,3,0.7496861616770426,3,0,4
02002.png,IR,4,0.7387056648731232,3,1,4
02011.png,IR,4,0.614683598279953,4,0,4
02033.png,IR,4,0.6262874901294708,3,1,3
02045.png,IR,5,0.6525646567344665,4,1,7
02073.png,IR,6,0.7132951219876608,6,0,9
02083.png,IR,7,0.6674708681447166,6,1,8
02090.png,IR,8,0.6510338559746742,6,2,8
02102.png,IR,4,0.35030753165483475,2,2,4
02119.png,IR,4,0.3746039792895317,4,0,6
02120.png,IR,6,0.6802035967508951,6,0,9
02142.png,IR,2,0.4312587082386017,2,0,4
02163.png,IR,4,0.5019854456186295,1,3,3
02180.png,IR,8,0.49567608535289764,3,5,4
02195.png,IR,6,0.5378888646761576,6,0,13
02213.png,IR,10,0.46063801646232605,9,1,11
02233.png,IR,6,0.568682904044787,4,2,5
02236.png,IR,5,0.554794430732727,3,2,7
02249.png,IR,5,0.6418093085289002,5,0,7
02278.png,IR,5,0.5235913753509521,5,0,6
02296.png,IR,7,0.6811011263302394,6,1,8
02310.png,IR,6,0.5403993229071299,3,3,3
02317.png,IR,5,0.43157597780227663,4,1,8
02322.png,IR,0,0.0,0,0,3
02337.png,IR,2,0.3480132967233658,1,1,2
02352.png,IR,2,0.785332590341568,2,0,2
02369.png,IR,4,0.457015685737133,3,1,3
02394.png,IR,5,0.5114067494869232,3,2,3
02405.png,IR,3,0.7256569067637125,3,0,4
02440.png,IR,3,0.48393987615903217,3,0,3
02450.png,IR,3,0.541941891113917,3,0,3
02455.png,IR,7,0.5595284742968423,6,1,6
02464.png,IR,6,0.5753394663333893,5,1,8
02473.png,IR,8,0.5259577818214893,5,3,10
02478.png,IR,6,0.5974461187918981,6,0,8
02486.png,IR,5,0.5544544458389282,4,1,5
02495.png,IR,4,0.6028407737612724,3,1,3
02522.png,IR,1,0.3101005554199219,1,0,3
02527.png,IR,1,0.39940595626831055,1,0,1
02530.png,IR,2,0.34104321897029877,1,1,1
02533.png,IR,1,0.5082232356071472,0,1,2
02544.png,IR,2,0.29308684170246124,0,2,2
02556.png,IR,2,0.43314866721630096,1,1,4
02572.png,IR,3,0.5813241501649221,2,1,8
02606.png,IR,5,0.5011343777179718,2,3,5
02611.png,IR,4,0.6198885440826416,2,2,4
02624.png,IR,3,0.5330201586087545,3,0,6
02641.png,IR,5,0.5557806491851807,4,1,5
02651.png,IR,3,0.4896880288918813,1,2,2
02658.png,IR,4,0.6804400384426117,4,0,6
02667.png,IR,2,0.7914054989814758,2,0,6
02709.png,IR,4,0.6768498122692108,4,0,10
02720.png,IR,3,0.554454485575358,3,0,6
02731.png,IR,4,0.7196508049964905,4,0,6
02739.png,IR,3,0.7354548772176107,2,1,2
02754.png,IR,1,0.7171446084976196,1,0,1
02757.png,IR,0,0.0,0,0,1
02762.png,IR,0,0.0,0,0,0
02778.png,IR,0,0.0,0,0,0
02786.png,IR,1,0.8415958881378174,1,0,2
02816.png,IR,5,0.7327794671058655,4,1,4
02821.png,IR,4,0.7553620487451553,3,1,3
02846.png,IR,1,0.8709845542907715,1,0,1
02860.png,IR,2,0.8291313350200653,2,0,2
02869.png,IR,2,0.674826979637146,1,1,3
02896.png,IR,3,0.6417314410209656,2,1,2
02956.png,IR,8,0.5221657305955887,5,3,10
03019.png,IR,5,0.6516883134841919,5,0,7
03045.png,IR,8,0.4930975213646889,5,3,8
03100.png,IR,3,0.8306365609169006,3,0,3
03109.png,IR,4,0.6335505768656731,4,0,7
03143.png,IR,4,0.6943101808428764,4,0,5
03173.png,IR,3,0.3712223172187805,2,1,34
03219.png,IR,8,0.5878341495990753,6,2,10
03260.png,IR,6,0.7291912386814753,6,0,10
03281.png,IR,2,0.6641471982002258,2,0,5
03289.png,IR,4,0.48424436151981354,2,2,9
03354.png,IR,3,0.6327639818191528,3,0,5
03375.png,IR,4,0.6811883375048637,4,0,5
03381.png,IR,9,0.5771249168448978,8,1,13
03409.png,IR,10,0.5210423469543457,8,2,9
03417.png,IR,3,0.5967251261075338,2,1,6
03433.png,IR,6,0.4975062608718872,4,2,6
03438.png,IR,4,0.45881443470716476,3,1,9
03462.png,IR,5,0.6209310829639435,4,1,6
03473.png,IR,3,0.5609518885612488,1,2,8
03575.png,IR,11,0.5932132303714752,8,3,15
03589.png,IR,8,0.5862037912011147,7,1,9
03600.png,IR,8,0.6075625754892826,6,2,9
03640.png,IR,7,0.5280915072986058,5,2,8
03708.png,IR,4,0.6227779388427734,4,0,7
03719.png,IR,5,0.5165159940719605,2,3,2
03769.png,IR,7,0.6267804418291364,6,1,8
03813.png,IR,7,0.5861607534544808,5,2,5
03836.png,IR,4,0.6982762217521667,4,0,6
03878.png,IR,6,0.74746373295784,6,0,6
03989.png,IR,11,0.682964950799942,10,1,12
04006.png,IR,3,0.5590323011080424,2,1,2
